property_name,property_type,link,sector,society,price,price_per_sqft,bedRoom,bathroom,balcony,additionalRoom,floorNum,agePossession,description,property_id,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type
1 BHK Flat in Sector 78 Gurgaon,flat,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-raheja-revanta-sector-78-gurgaon-1198-sq-ft-r2-spid-P59185856,sector 78,raheja revanta,1.2,10017.0,1.0,2.0,2,not available,32.0,Under Construction,Residential apartment for sell.Located on 32nd floor out of the 55 located in sector-78 gurgaon.It is a unfurnished property.The property has 1 bedroom with 2 bathrooms .Available at an expected price of rs 12000000.,P59185856,823.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 77 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-umang-winter-hills-sector-77-gurgaon-1822-sq-ft-spid-S69814050,sector 77,umang winter hills,1.2,6586.0,3.0,3.0,3,not available,14.0,Relatively New,"Multistorey apartment is available for sale. It covered area of 1822 sq-Ft, it is a good location property. Please contact for more details. Umang winter hills sector 77, delhi gurgaon expressway",S69814050,1822.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 102 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-adani-m2k-oyster-grande-sector-102-gurgaon-2598-sq-ft-spid-X70090934,sector 102,adani m2k oyster grande,2.6,10008.0,3.0,3.0,3,"study room,servant room,store room",2.0,Relatively New,"This is one of the best option for people looking for a grand apartment on dwarka expressway. With all modern amenities including club house, swimming pool, gym, kids area this project is the best in class at the most futuristic investment place in gurgaon.",X70090934,2353.0,1.0,1.0,1.0,0.0,0.0,0.0
3 BHK Flat in DLF Phase 5,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-carlton-estate-dlf-city-phase-5-gurgaon-1407-sq-ft-spid-C69215766,sector 43,dlf carlton estate,2.0,14215.0,3.0,3.0,2,not available,5.0,Moderately Old,"This is your chance to own a 3 bhk residential apartment in dlf carlton estate, dlf phase 5, gurgaon, haryana where luxury comes with affordability.
Basic details:
You will love this bright and spacious 3 bedroom apartment with 3 bathrooms, modular kitchen, spacious hall and 2 balconies. The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural light and has good ventilation that invites comfort. 
Furnishings and amenities:
This impeccable house is spread across an area of 1407sq. Ft. And is a semi furnished unit. 
The amenities are designed to make your life easy, exciting and luxurious. The society boasts of manicured landscaping and includes lifts, intercom facility, security/fire alarm, maintenance staff, security personnel, visitor parking, swimming pool, gym, clubhouse, rainwater harvesting, piped gas, water storage, waste disposal and park.
The property is a quality construction. 
Location:
The prime location provides residents with access to the very best that this city has to offer. The property is situated close to all the basic amenities. It is close to the main road making it highly accessible.
-Major banks and atms within proximity
-Schools within a close radius
-Easy access to public transportWait no more and schedule a tour today.
For more details, kindly contact the owner.
 Additional details :The apartment has munciple supply water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",C69215766,1274.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 109 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-tourmaline-sector-109-gurgaon-2150-sq-ft-spid-V69309850,sector 109,ats tourmaline,1.65,7674.0,3.0,3.0,3+,servant room,16.0,Relatively New,"2150 sqft ready to move flat. 
If you are looking for value for money proposition on dwarka expressway then consider this for best location, best price and spacious layout.",V69309850,1947.0,0.0,1.0,0.0,0.0,0.0,2.0
2 BHK Flat in Sector 86 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pyramid-urban-homes-2-sector-86-gurgaon-501-sq-ft-r1-spid-P68674596,sector 86,pyramid urban homes 2,0.42,8485.0,2.0,2.0,1,"pooja room,study room,servant room,others",2.0,New Property,"This 2 bhk apartment is available for sale in pyramid urban homes 2, one of the most prominent projects for flats in sector 86 gurgaon. The flat is over 501 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. This flat is situated on the 2nd floor of this 13 floors tall residential building. As the project is already ready to move, so you can easily move into this 0-1 year old property.",P68674596,557.0,1.0,1.0,0.0,1.0,1.0,0.0
3 BHK Flat in Sector 77 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-umang-winter-hills-sector-77-gurgaon-1822-sq-ft-spid-G68287864,sector 77,umang winter hills,0.92,5049.0,3.0,3.0,3,others,17.0,Relatively New,"Located in the popular residential address of sector 77 gurgaon, umang winter hills is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. Constructed on a super built up area of 1822 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. The flat has a total of 18 floors and this property is situated on 17th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property.
 
 Additional details :Piped gas facility is available in the property.
The apartment has munciple supply water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Partial power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",G68287864,1603.0,0.0,0.0,0.0,0.0,1.0,2.0
3 BHK Flat in Sector 63A Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-birla-navya-sector-63-a-gurgaon-2400-sq-ft-r1-spid-W66533824,sector 63a,birla navya,3.7,15417.0,3.0,3.0,3+,not available,1.0,Under Construction,Premium unit in birla navya drisha 1 with basement,W66533824,2667.0,0.0,0.0,0.0,0.0,0.0,0.0
4 BHK Flat in Sector 88A Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-the-center-court-sector-88-a-gurgaon-2175-sq-ft-spid-C66212648,sector 88a,the center court,2.1,12174.0,4.0,4.0,3,"study room,servant room",0.0,New Property,"Ashiana landcraft the center court is a residential project in sector 88a, gurgaon. Ashiana landcraft the center court is equipped with various resident-Centric amenities that includes lift, rainwater harvesting, gymnasium, power backup. For families with kids, there is children's play area, nearby apart from swimming pool, sports area. Cycling & jogging track - These are some avenues for sports lovers. There is 24x7 security. Enjoy a class-Apart lifestyle at ashiana landcraft the center court. Located close to prominent suburbs of gurgaon, the area of sector 88a has prominent schools and hospitals within a close distance.",C66212648,1745.0,1.0,1.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 89 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-greenopolis-sector-89-gurgaon-1910-sq-ft-spid-B68526250,sector 89,greenopolis,1.3,6806.0,3.0,3.0,3+,servant room,1.0,New Property,Very close to dwarka expressway,B68526250,2122.0,0.0,1.0,0.0,0.0,0.0,0.0
2 BHK Flat in Sector 89 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-nbcc-heights-sector-89-gurgaon-1140-sq-ft-spid-R69736118,sector 89,nbcc heights,0.75,6579.0,2.0,2.0,2,not available,6.0,Moderately Old,"We are the proud owners of this 2 bhk apartment available in nbcc heights, sector 89 gurgaon, gurgaon. This it is a and the unit is located on 6th floor and has a super built-Up area of 1140 sq.Ft. . It has 2 bathroom(s) and 2 balcony(s). The ownership is freehold type.",R69736118,1033.0,0.0,0.0,0.0,0.0,0.0,0.0
5 Bedroom House for sale in Sector 46 Gurgaon,house,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-46-gurgaon-1836-sq-ft-spid-Y69486408,sector 46,independent,4.25,23148.0,5.0,4.0,2,store room,3.0,Moderately Old,204 square yard built up property available for sale in sector 46.,Y69486408,1836.0,0.0,0.0,1.0,0.0,0.0,2.0
2 BHK Flat in Sector 89 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-greenopolis-sector-89-gurgaon-1251-sq-ft-spid-F69279446,sector 89,greenopolis,0.65,5196.0,2.0,2.0,2,not available,15.0,Under Construction,Greenopolis 2bhk on high floor in tower 5,F69279446,1390.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 103 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-103-gurgaon-1845-sq-ft-spid-K69908978,sector 103,chintamani,1.57,8509.0,3.0,3.0,3,not available,1.0,Relatively New,Best in class property available at sector 103 location in gurgaon,K69908978,1845.0,0.0,0.0,0.0,0.0,0.0,0.0
4 BHK Flat in Sector 69 Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tulip-violet-sector-69-gurgaon-2010-sq-ft-spid-K66588784,sector 69,tulip violet,1.75,8706.0,4.0,4.0,2,not available,10.0,Relatively New,"A well maintained brand new flat available on sale in well maintained society (Tulip violet)
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",K66588784,1821.0,0.0,0.0,0.0,0.0,0.0,2.0
2 BHK Flat in Sector 95 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sidhartha-ncr-greens-sector-95-gurgaon-990-sq-ft-spid-J69503006,sector 95,sidhartha ncr greens,0.56,5657.0,2.0,2.0,3,not available,13.0,New Property,"Residential apartment for sell.The property comes with a good construction quality which age 0-1 year old property located in sector 95,gurgaon",J69503006,897.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 63A Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-city-63a-sector-63-a-gurgaon-1540-sq-ft-r1-spid-J65037714,sector 63a,signature global city 63a,2.0,12804.0,3.0,3.0,2,not available,1.0,Under Construction,"North facing, park and club facing",J65037714,1540.0,0.0,0.0,0.0,0.0,0.0,0.0
5 Bedroom House for sale in Sector 23 Gurgaon,house,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-23-gurgaon-1450-sq-ft-spid-K68370728,sector 23,independent,2.7,18621.0,5.0,5.0,2,not available,3.0,Old Property,Its independent house 2.5 story in prime location near huda market .,K68370728,1450.0,0.0,0.0,0.0,0.0,0.0,2.0
3 BHK Flat in Sector 48 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-resorts-sector-48-gurgaon-1870-sq-ft-r4-spid-B34721721,sector 48,central park resorts,3.65,15240.0,3.0,3.0,3+,others,9.0,Relatively New,"Central park resorts high end luxury apartments unmatched views of 20 acres landscaped garden with water bodies with all modern amenities like gated complex, security, club, park & pool.
Central park resorts: A 50 acres project of high end luxury apartments unmatched views of 20 acres landscaped garden with water bodies. 
Master planned by the world\'s largest architectural firm- Hellmuth, obata & kassabaum (Hok) international limited, which has the distinction of master planning the dubai marina amongst other prestigious projects.
Located at sector-48, sohna road, gurgaon, close to nh-8, medicity, metro & city center. 
Specification: Italian marble flooring, laminated wooden flooring in bed rooms, wardrobes, modular kitchen with all appliances (Refrigerator, washing machine, chimney & hob, micro wave, dishwasher) vrv/vrf air conditioner, piped gas. 
Amenities: All weather temperature controlled swimming pools, one of the finest club house in the ncr region, covered car parking entry through a tunnel, 100% power backup, 3 tier security system with cctv, inter com facility, 20 acres central garden, 4.5 km jogging track.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.",B34721721,2395.0,0.0,0.0,0.0,0.0,1.0,2.0
2 BHK Flat in Sector 61 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-smart-world-orchard-sector-61-gurgaon-1150-sq-ft-spid-W69045628,sector 61,smart world orchard,1.47,12783.0,2.0,2.0,2,"pooja room,study room",4.0,New Property,Smartworld orchard sector 61 golf course road extension prime location. Near metro and great connectivity,W69045628,1278.0,1.0,0.0,0.0,1.0,0.0,0.0
4 BHK Flat in Gwal Pahari,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-krrish-provence-estate-gwal-pahari-gurgaon-5800-sq-ft-r1-spid-I68212060,sector nearby gwal pahari,krrish provence estate,5.25,9052.0,4.0,5.0,3+,"pooja room,study room,servant room",2.0,New Property,Luxury apartment for sale krrish provence located on main gurgaon faridabad road gurgaon it's very prime proerty is under value price unused .,I68212060,5254.0,1.0,1.0,0.0,1.0,0.0,0.0
4 BHK Flat in Sector 56 Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-the-lions-cghs-sector-56-gurgaon-2400-sq-ft-spid-R69165780,sector 56,the lions cghs,2.09,8708.0,4.0,4.0,3+,others,7.0,Relatively New,"This beautiful 4 bhk flat in sector 56 gurgaon is situated in the lions cghs, one of the popular residential society in gurgaon. The flat is over 2400 sq.Ft. Super built up area and comes with 4 bedroom(s), 4 bathrooms and more than 3 balconies. This flat is situated on the 7th floor of this 9 floors tall residential building. This is a ready to move project and the property is 5-10 years old.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
The society has dedicated security guards for every tower.",R69165780,2300.0,0.0,0.0,0.0,0.0,1.0,2.0
2 BHK Flat in Sector 86 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-86-sector-86-gurgaon-1360-sq-ft-r24-spid-K24849431,sector 86,ansal heights 86,0.74,5441.0,2.0,2.0,1,others,11.0,Under Construction,"It's a 2 bedroom flat with an adjoining hall. This semi-Furnished flat has a covered area of 1360 sq-Ft & has 2 bathrooms. The flat has ceramic tiles, wooden flooring.
The booking amount is rs 1,00,000.",K24849431,1232.0,0.0,0.0,0.0,0.0,1.0,0.0
3 BHK Flat in Sector 92 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sare-petioles-sector-92-gurgaon-2050-sq-ft-spid-Q69196420,sector 92,sare petioles,1.25,6098.0,3.0,3.0,3,servant room,18.0,Under Construction,Under develop post nclt award to dhoot group 60percenr complete,Q69196420,2278.0,0.0,1.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 70 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shree-vardhman-victoria-sector-70-gurgaon-1950-sq-ft-spid-I69326592,sector 70,shree vardhman victoria,1.8,9231.0,3.0,3.0,3+,others,10.0,New Property,"Located in the popular residential address of sector 70 gurgaon, shree vardhman victoria is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. Containing 3 bedroom(s), 3 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 1950 sq.Ft. The property is located on the 10th floor of a 18 floors tall building. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move.",I69326592,1766.0,0.0,0.0,0.0,0.0,1.0,2.0
2 BHK Flat in Sector 90 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-green-court-sector-90-gurgaon-690-sq-ft-spid-Z68954336,sector 90,green court,0.47,6812.0,2.0,2.0,1,not available,0.0,New Property,"Park facing, only 04 flats on floor, both side open , covered parking,",Z68954336,767.0,0.0,0.0,0.0,0.0,0.0,0.0
3 Bedroom House for sale in Krishna Colony,house,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-krishna-colony-gurgaon-550-sq-ft-spid-E70138136,sector 7,independent,0.66,12000.0,3.0,1.0,1,others,3.0,Relatively New,"Peaceful area, middle of market, 24 hrs connectivity, 1 km dwarka express way, 5 km metro, 1 km from proposed metro, local shop, mandi, school, park, crutch, medical facility at door step. Covered and gated society, three phase meter, water storage, vastu compliant, 24000 rent coming from all three floors. Well maintain and modular kitchen. One bedroom, one drying room, toilet bath, balcony etc.",E70138136,550.0,0.0,0.0,0.0,0.0,1.0,0.0
3 BHK Flat in Sector 22 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ambience-creacions-sector-22-gurgaon-3090-sq-ft-r9-spid-P30918183,sector 22,ambience creacions,3.99,12913.0,3.0,5.0,3+,servant room,3.0,New Property,"Residential apartment for sell.The property has 3 bedrooms with 5 bathrooms .It is a furnished property.Located in sector-22 gurgaon.Available at an expected price of 3.45 crore. Located on 3rd of the 16 floors .It is a freehold property.The property comes with a good construction quality which will be ready by march 2023 . Amenities:Power back-Up,centrally air conditioned,lift(s),security / fire alarm,intercom facility,water purifier,piped-Gas,visitor parking,swimming pool,park,maintenance staff,security personnel,fitness centre / gym,club house / community center,waste disposal road width: 80ft",P30918183,2799.0,0.0,1.0,0.0,0.0,0.0,1.0
2 Bedroom House for sale in Laxman Vihar,house,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-gurgaon-806-sq-ft-r1-spid-J62553070,sector 4,independent,0.55,6815.0,2.0,1.0,1,not available,1.0,Moderately Old,"We are proud owners of house/villa available for sale in laxman vihar phase 1, gurgaon. Available at price of rs 55 lacs. It has built up area of 75 sqm. It has 2 bhk, 1 bathroom, 1 balcony.It is a freehold property",J62553070,75.0,0.0,0.0,0.0,0.0,0.0,0.0
3 Bedroom House for sale in Sushant Lok Phase 2,house,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-2-gurgaon-1620-sq-ft-spid-A68646462,sector 55,independent,1.64,10123.0,3.0,3.0,2,"study room,servant room",4.0,New Property,"Brand new luxury floor with lift, stilt parking, close to market, walking distance from metro . 
Available first floor, second floor and third floor with terrace. Location and construction is excellent . 
We have more options available in dlf phase 1/2/4/5 , south city phase 1/ 2, sushant lok phase 1/2/3, huda sectors",A68646462,1620.0,1.0,1.0,0.0,0.0,0.0,2.0
3 BHK Flat in Sector 102 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-gurgaon-greens-sector-102-gurgaon-1650-sq-ft-spid-L69371102,sector 102,emaar gurgaon greens,1.55,9394.0,3.0,4.0,3,servant room,7.0,Relatively New,"Emaar gurgaon greens is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 102 gurgaon is your opportunity to be a part of this community. The flat is facing the east direction. The flat is over 1650 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and 3 balconies. The property is located on the 7th floor of a 14 floors tall building. This 1-5 years old property is available for immediate possession as the project is ready to move. The beautifully designed ceramic flooring enhances the beauty of the flat. Moreover, this property offers close proximity to important landmarks such as close to school, close to hospital, close to mall and close to highway. Many of the modern amenities being offered, like swimming pool, security personnel, maintenance staff, club house / community center, fitness centre / gym, park, lift(s), visitor parking, water softening plant and shopping centre, will provide a pleasant living experience for you. The society provides continuous water supply from municipal corporation and borewell/tank.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",L69371102,1315.0,0.0,1.0,0.0,0.0,0.0,2.0
4 BHK Flat in Sector 72 Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tata-primanti-sector-72-gurgaon-2905-sq-ft-spid-W68196252,sector 72,tata primanti,4.1,14099.0,4.0,5.0,3+,"servant room,others",39.0,New Property,Brand new only two flats in this floor. Enjoy great views,W68196252,2631.0,0.0,1.0,0.0,0.0,1.0,0.0
3 Bedroom House for sale in Bhondsi,house,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-bhondsi-gurgaon-1035-sq-ft-spid-L67904356,sector 11,independent,0.44,4251.0,3.0,2.0,1,"pooja room,others",1.0,Relatively New,"This spacious 3 bhk independent house is available for sale and is located in the heart of maruti kunj. It has a salable area of 1015 sqft.It is an unfurnished property. Its main door is facing southwest direction. The property is available on freehold. The property has 2 bathrooms and 1 balcony. This residential property is ready-To-Move-In. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities.
This is a 2bhk corner house located in vatika kunj gurugram.It has ground floor with 2 washrooms with a store room.A compact car can be parked inside the house easily with ample of space for parking outside.It is newly renovated house ready to move.",L67904356,128.0,0.0,0.0,0.0,1.0,1.0,0.0
